id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai
61,Saag Aloo,/foodImages/saag_aloo.jpeg,/models/saag_aloo.glb,2,"{'LKR': 800, 'USD': 2.67}",Spinach and potato curry,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",350,10,40,12,Savory,Medium,"spinach, potatoes, spices, onions",1 portion,"['indian', 'curry', 'vegan']",800.0,2.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,True,False,False,False
62,Green Curry Chicken,/foodImages/green_curry_chicken.jpeg,/models/green_curry_chicken.glb,2,"{'LKR': 1000, 'USD': 3.33}",Spicy chicken curry with green chili and coconut,4.7,Thai,Medium (15–30 min),In Stock,['Gluten-Free'],500,25,15,30,Spicy,Hot,"chicken, green chili, coconut milk, basil",1 portion,"['thai', 'curry', 'spicy']",1000.0,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
63,Chicken Parmesan,/foodImages/chicken_parmesan.jpeg,/models/chicken_parmesan.glb,2,"{'LKR': 1200, 'USD': 4.0}",Breaded chicken with marinara and mozzarella,4.7,Italian,Medium (15–30 min),In Stock,[],600,30,30,30,Savory,Mild,"chicken, breadcrumbs, marinara, mozzarella",1 portion,"['italian', 'hearty', 'cheesy']",1200.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
64,Beef and Broccoli,/foodImages/beef_broccoli.jpeg,/models/beef_broccoli.glb,2,"{'LKR': 1000, 'USD': 3.33}",Stir-fried beef with broccoli in oyster sauce,4.6,Chinese,Quick (under 15 min),In Stock,[],450,25,15,25,Savory,Mild,"beef, broccoli, oyster sauce, soy sauce",1 portion,"['chinese', 'stir-fry', 'hearty']",1000.0,3.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
65,Prawn Curry,/foodImages/prawn_curry.jpeg,/models/prawn_curry.glb,2,"{'LKR': 1100, 'USD': 3.67}",Spicy prawn curry with coconut milk,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,20,10,25,Spicy,Hot,"prawns, coconut milk, spices, curry leaves",1 portion,"['sri lankan', 'curry', 'seafood']",1100.0,3.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,True,False
66,Kottu Roti,/foodImages/kottu_roti.jpeg,/models/kottu_roti.glb,3,"{'LKR': 700, 'USD': 2.33}",Chopped roti with vegetables and chicken,4.8,Sri Lankan,Quick (under 15 min),In Stock,[],550,20,65,20,Savory,Medium,"roti, chicken, vegetables, spices",1 portion,"['sri lankan', 'street food', 'hearty']",700.0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
67,Vegetable Biryani,/foodImages/veg_biryani.jpeg,/models/veg_biryani.glb,3,"{'LKR': 800, 'USD': 2.67}",Spiced rice with mixed vegetables,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,80,15,Spicy,Medium,"basmati rice, vegetables, spices",1 portion,"['indian', 'rice', 'vegetarian']",800.0,2.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,False
68,Jambalaya,/foodImages/jambalaya.jpeg,/models/jambalaya.glb,3,"{'LKR': 1000, 'USD': 3.33}",Spicy rice dish with shrimp and sausage,4.6,American,Medium (15–30 min),In Stock,[],600,25,60,25,Spicy,Hot,"rice, shrimp, sausage, peppers, spices",1 portion,"['american', 'rice', 'hearty']",1000.0,3.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,False,False
69,Spaghetti Aglio e Olio,/foodImages/spaghetti_aglio_olio.jpeg,/models/spaghetti_aglio_olio.glb,3,"{'LKR': 900, 'USD': 3.0}",Pasta with garlic and olive oil,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],550,12,70,20,Savory,Mild,"spaghetti, garlic, olive oil, parsley",1 portion,"['italian', 'pasta', 'vegetarian']",900.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
70,Pad See Ew,/foodImages/pad_see_ew.jpeg,/models/pad_see_ew.glb,3,"{'LKR': 950, 'USD': 3.17}",Stir-fried flat noodles with beef and broccoli,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Savory,Mild,"flat noodles, beef, broccoli, soy sauce",1 portion,"['thai', 'noodles', 'stir-fry']",950.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
71,Fried Rice,/foodImages/fried_rice.jpeg,/models/fried_rice.glb,3,"{'LKR': 700, 'USD': 2.33}",Stir-fried rice with vegetables and egg,4.5,Chinese,Quick (under 15 min),In Stock,[],500,12,70,15,Savory,Mild,"rice, egg, vegetables, soy sauce",1 portion,"['chinese', 'rice', 'stir-fry']",700.0,2.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
72,Lamprais,/foodImages/lamprais.jpeg,/models/lamprais.glb,3,"{'LKR': 1000, 'USD': 3.33}","Rice with mixed meats and sambol, wrapped in banana leaf",4.8,Sri Lankan,Medium (15–30 min),In Stock,[],650,25,70,25,Savory,Medium,"rice, chicken, pork, sambol, banana leaf",1 portion,"['sri lankan', 'rice', 'hearty']",1000.0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
73,Chicken Biryani,/foodImages/chicken_biryani.jpeg,/models/chicken_biryani.glb,3,"{'LKR': 900, 'USD': 3.0}",Spiced rice with marinated chicken,4.8,Indian,Medium (15–30 min),In Stock,[],600,25,70,20,Spicy,Medium,"basmati rice, chicken, spices, yogurt",1 portion,"['indian', 'rice', 'hearty']",900.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,False
74,Red Beans and Rice,/foodImages/red_beans_rice.jpeg,/models/red_beans_rice.glb,3,"{'LKR': 800, 'USD': 2.67}",Rice with red beans and smoked sausage,4.6,American,Medium (15–30 min),In Stock,[],550,20,70,15,Savory,Mild,"rice, red beans, sausage, spices",1 portion,"['american', 'rice', 'hearty']",800.0,2.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
75,Linguine with Clams,/foodImages/linguine_clams.jpeg,/models/linguine_clams.glb,3,"{'LKR': 1100, 'USD': 3.67}",Pasta with clams in white wine sauce,4.7,Italian,Quick (under 15 min),In Stock,[],550,20,65,20,Savory,Mild,"linguine, clams, white wine, garlic",1 portion,"['italian', 'pasta', 'seafood']",1100.0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
76,Drunken Noodles,/foodImages/drunken_noodles.jpeg,/models/drunken_noodles.glb,3,"{'LKR': 950, 'USD': 3.17}",Spicy stir-fried noodles with chicken,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Spicy,Hot,"wide noodles, chicken, chili, basil",1 portion,"['thai', 'noodles', 'spicy']",950.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
77,Lo Mein,/foodImages/lo_mein.jpeg,/models/lo_mein.glb,3,"{'LKR': 850, 'USD': 2.83}",Stir-fried noodles with vegetables and pork,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"noodles, pork, vegetables, soy sauce",1 portion,"['chinese', 'noodles', 'stir-fry']",850.0,2.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
78,String Hoppers,/foodImages/string_hoppers.jpeg,/models/string_hoppers.glb,3,"{'LKR': 600, 'USD': 2.0}",Steamed rice noodles with curry,4.6,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,8,80,5,Savory,Medium,"rice flour, coconut milk, curry",1 portion,"['sri lankan', 'noodles', 'gluten-free']",600.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False
79,Pulao,/foodImages/pulao.jpeg,/models/pulao.glb,3,"{'LKR': 750, 'USD': 2.5}",Spiced rice with vegetables and nuts,4.6,Indian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,80,15,Savory,Mild,"basmati rice, vegetables, nuts, spices",1 portion,"['indian', 'rice', 'vegetarian']",750.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
80,Dirty Rice,/foodImages/dirty_rice.jpeg,/models/dirty_rice.glb,3,"{'LKR': 800, 'USD': 2.67}",Rice with ground beef and spices,4.5,American,Medium (15–30 min),In Stock,[],550,20,65,20,Savory,Medium,"rice, beef, peppers, spices",1 portion,"['american', 'rice', 'hearty']",800.0,2.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,True,False,False,False,False,False,False
81,Risotto alla Milanese,/foodImages/risotto_milanese.jpeg,/models/risotto_milanese.glb,3,"{'LKR': 1000, 'USD': 3.33}",Creamy saffron risotto,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,70,15,Savory,Mild,"arborio rice, saffron, parmesan, butter",1 portion,"['italian', 'rice', 'vegetarian']",1000.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
82,Khao Soi,/foodImages/khao_soi.jpeg,/models/khao_soi.glb,3,"{'LKR': 950, 'USD': 3.17}",Coconut curry noodles with chicken,4.8,Thai,Medium (15–30 min),In Stock,[],600,20,60,25,Spicy,Medium,"egg noodles, chicken, coconut milk, curry",1 portion,"['thai', 'noodles', 'curry']",950.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,False,False,True
83,Chow Mein,/foodImages/chow_mein.jpeg,/models/chow_mein.glb,3,"{'LKR': 850, 'USD': 2.83}",Crispy noodles with vegetables and chicken,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"noodles, chicken, vegetables, soy sauce",1 portion,"['chinese', 'noodles', 'stir-fry']",850.0,2.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
84,Yellow Rice,/foodImages/yellow_rice.jpeg,/models/yellow_rice.glb,3,"{'LKR': 650, 'USD': 2.17}",Turmeric-flavored rice with spices,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",400,8,80,5,Savory,Mild,"rice, turmeric, spices, coconut milk",1 portion,"['sri lankan', 'rice', 'vegan']",650.0,2.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
85,Mutton Biryani,/foodImages/mutton_biryani.jpeg,/models/mutton_biryani.glb,3,"{'LKR': 1000, 'USD': 3.33}",Spiced rice with marinated mutton,4.7,Indian,Medium (15–30 min),In Stock,[],650,25,70,25,Spicy,Medium,"basmati rice, mutton, spices, yogurt",1 portion,"['indian', 'rice', 'hearty']",1000.0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,True,False,False,False
86,Cajun Shrimp and Rice,/foodImages/cajun_shrimp_rice.jpeg,/models/cajun_shrimp_rice.glb,3,"{'LKR': 950, 'USD': 3.17}",Spicy shrimp with seasoned rice,4.6,American,Medium (15–30 min),In Stock,[],550,20,65,15,Spicy,Hot,"rice, shrimp, cajun spices, peppers",1 portion,"['american', 'rice', 'spicy']",950.0,3.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,True,False,False,False,False,False,False
87,Penne all'Arrabbiata,/foodImages/penne_arrabbiata.jpeg,/models/penne_arrabbiata.glb,3,"{'LKR': 900, 'USD': 3.0}",Pasta with spicy tomato sauce,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],500,12,70,15,Spicy,Hot,"penne, tomatoes, chili, garlic",1 portion,"['italian', 'pasta', 'spicy']",900.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,True,False,False
88,Pad Kee Mao,/foodImages/pad_kee_mao.jpeg,/models/pad_kee_mao.glb,3,"{'LKR': 950, 'USD': 3.17}",Spicy stir-fried noodles with shrimp,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Spicy,Hot,"wide noodles, shrimp, chili, basil",1 portion,"['thai', 'noodles', 'spicy']",950.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
89,Yangzhou Fried Rice,/foodImages/yangzhou_fried_rice.jpeg,/models/yangzhou_fried_rice.glb,3,"{'LKR': 800, 'USD': 2.67}",Fried rice with shrimp and pork,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"rice, shrimp, pork, vegetables",1 portion,"['chinese', 'rice', 'stir-fry']",800.0,2.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
90,Buriyani,/foodImages/buriyani.jpeg,/models/buriyani.glb,3,"{'LKR': 850, 'USD': 2.83}",Spiced rice with chicken and egg,4.7,Sri Lankan,Medium (15–30 min),In Stock,[],600,20,70,20,Spicy,Medium,"rice, chicken, egg, spices",1 portion,"['sri lankan', 'rice', 'hearty']",850.0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,False,False,False,False,False,True,False
91,Veg Pulao,/foodImages/veg_pulao.jpeg,/models/veg_pulao.glb,3,"{'LKR': 700, 'USD': 2.33}",Spiced rice with vegetables,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",450,8,80,10,Savory,Mild,"basmati rice, vegetables, spices",1 portion,"['indian', 'rice', 'vegan']",700.0,2.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
92,Paella,/foodImages/paella.jpeg,/models/paella.glb,3,"{'LKR': 1200, 'USD': 4.0}",Saffron rice with seafood and chicken,4.8,American,Long (over 30 min),In Stock,[],650,25,70,20,Savory,Mild,"rice, shrimp, chicken, saffron, peppers",1 portion,"['american', 'rice', 'seafood']",1200.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
93,Mushroom Risotto,/foodImages/mushroom_risotto.jpeg,/models/mushroom_risotto.glb,3,"{'LKR': 1000, 'USD': 3.33}",Creamy risotto with mushrooms,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,70,15,Savory,Mild,"arborio rice, mushrooms, parmesan, butter",1 portion,"['italian', 'rice', 'vegetarian']",1000.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
