id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai,available_in_menu,ingredients_list,nutrition_tags,contextual_tags
26,Tom Yum Prawns,/foodImages/tom_yum_prawns.jpeg,/models/tom_yum_prawns.glb,1,"{'LKR': 500, 'USD': 1.67}",Spicy prawns with lemongrass and chili,4.7,Thai,Quick (under 15 min),In Stock,[],200,12,10,10,Spicy,Hot,"prawns, lemongrass, chili, lime",5 pieces,"[""thai"", ""seafood"", ""spicy""]",500.0,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['prawns', 'lemongrass', 'chili', 'lime']","[""Gluten-Free"", ""Low Calorie""]","[""hot"", ""thai"", ""seafood"", ""spicy""]"
27,Potato Skins,/foodImages/potato_skins.jpeg,/models/potato_skins.glb,1,"{'LKR': 400, 'USD': 1.33}",Baked potato skins with cheese and bacon,4.5,American,Quick (under 15 min),In Stock,[],300,10,25,15,Savory,Mild,"potatoes, cheese, bacon, sour cream",4 pieces,"[""american"", ""snack"", ""cheesy""]",400.0,1.33,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['potatoes', 'cheese', 'bacon', 'sour cream']","[""Vegetarian"", ""Gluten-Free""]","[""savory"", ""vegetarian"", ""american"", ""mild"", ""cheesy"", ""snack""]"
28,Kothu Paratha,/foodImages/kothu_paratha.jpeg,/models/kothu_paratha.glb,1,"{'LKR': 350, 'USD': 1.17}",Chopped paratha with vegetables and spices,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],250,6,30,10,Savory,Medium,"paratha, vegetables, spices",1 plate,"[""sri lankan"", ""snack"", ""vegetarian""]",350.0,1.17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['paratha', 'vegetables', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""medium"", ""sri lankan"", ""savory"", ""vegetarian"", ""snack"", ""vegan""]"
29,Chicken Satay,/foodImages/chicken_satay.jpeg,/models/chicken_satay.glb,3,"{'LKR': 450, 'USD': 1.5}",Grilled chicken skewers with peanut sauce,4.7,Thai,Quick (under 15 min),In Stock,[],260,15,10,15,Savory,Medium,"chicken, peanut sauce, spices",4 skewers,"[""thai"", ""snack"", ""grilled""]",450.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,"['chicken', 'peanut sauce', 'spices']","[""High Protein"", ""Gluten-Free"", ""Low Calorie""]","[""medium"", ""savory"", ""snack"", ""grilled"", ""thai""]"
30,Veg Cutlets,/foodImages/veg_cutlets.jpeg,/models/veg_cutlets.glb,1,"{'LKR': 300, 'USD': 1.0}",Crispy vegetable patties with spices,4.5,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",200,5,25,8,Savory,Medium,"potatoes, vegetables, breadcrumbs, spices",3 pieces,"[""sri lankan"", ""short eats"", ""vegan""]",300.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['potatoes', 'vegetables', 'breadcrumbs', 'spices']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""medium"", ""sri lankan"", ""savory"", ""vegetarian"", ""vegan"", ""short eats""]"
31,Antipasto Skewers,/foodImages/antipasto_skewers.jpeg,/models/antipasto_skewers.glb,1,"{'LKR': 450, 'USD': 1.5}","Skewers with salami, cheese, and olives",4.6,Italian,Quick (under 15 min),In Stock,[],220,10,5,15,Savory,Mild,"salami, cheese, olives, peppers",4 skewers,"[""italian"", ""appetizer"", ""savory""]",450.0,1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['salami', 'cheese', 'olives', 'peppers']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""appetizer"", ""savory"", ""vegetarian"", ""italian"", ""mild""]"
32,Shrimp Balls,/foodImages/shrimp_balls.jpeg,/models/shrimp_balls.glb,1,"{'LKR': 450, 'USD': 1.5}",Fried shrimp balls with sweet chili sauce,4.6,Chinese,Quick (under 15 min),In Stock,[],250,12,15,15,Savory,Mild,"shrimp, breadcrumbs, spices",4 pieces,"[""chinese"", ""snack"", ""fried""]",450.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['shrimp', 'breadcrumbs', 'spices']","[""Low Calorie""]","[""seafood"", ""savory"", ""mild"", ""snack"", ""chinese"", ""fried""]"
33,Papaya Salad,/foodImages/papaya_salad.jpeg,/models/papaya_salad.glb,2,"{'LKR': 350, 'USD': 1.17}",Spicy green papaya salad with peanuts,4.7,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",150,3,20,5,Spicy,Hot,"papaya, peanuts, chili, lime",1 cup,"[""thai"", ""salad"", ""vegan""]",350.0,1.17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['papaya', 'peanuts', 'chili', 'lime']","[""Vegan"", ""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""hot"", ""salad"", ""vegetarian"", ""summer"", ""vegan"", ""thai"", ""spicy""]"
34,Spinach Dip,/foodImages/spinach_dip.jpeg,/models/spinach_dip.glb,1,"{'LKR': 400, 'USD': 1.33}",Creamy spinach dip with tortilla chips,4.5,American,Quick (under 15 min),In Stock,['Vegetarian'],250,5,20,15,Creamy,Mild,"spinach, cream cheese, tortilla chips",1/2 cup,"[""american"", ""dip"", ""vegetarian""]",400.0,1.33,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['spinach', 'cream cheese', 'tortilla chips']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""creamy"", ""american"", ""vegetarian"", ""mild"", ""dip""]"
35,Dhal Vadai,/foodImages/dhal_vadai.jpeg,/models/dhal_vadai.glb,1,"{'LKR': 250, 'USD': 0.83}",Crispy lentil fritters with spices,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Vegan']",180,6,20,8,Spicy,Medium,"lentils, spices, onions",3 pieces,"[""sri lankan"", ""short eats"", ""vegan""]",250.0,0.83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['lentils', 'spices', 'onions']","[""Vegan"", ""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""medium"", ""sri lankan"", ""vegetarian"", ""vegan"", ""short eats"", ""spicy""]"
36,Kukul Mas Curry,/foodImages/kukul_mas_curry.jpeg,/models/kukul_mas_curry.glb,2,"{'LKR': 850, 'USD': 2.83}",Spicy chicken curry with coconut milk,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],500,28,15,30,Spicy,Hot,"chicken, coconut milk, spices, curry leaves",1 portion,"[""sri lankan"", ""curry"", ""hearty""]",850.0,2.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,"['chicken', 'coconut milk', 'spices', 'curry leaves']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""hot"", ""sri lankan"", ""hearty"", ""spicy""]"
37,Butter Chicken,/foodImages/butter_chicken.jpeg,/models/butter_chicken.glb,2,"{'LKR': 1200, 'USD': 4.0}",Creamy tomato-based chicken curry,4.9,Indian,Medium (15–30 min),In Stock,[],550,30,20,35,Savory,Mild,"chicken, tomatoes, cream, butter, spices",1 portion,"[""indian"", ""curry"", ""creamy""]",1200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['chicken', 'tomatoes', 'cream', 'butter', 'spices']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""savory"", ""creamy"", ""mild"", ""indian""]"
38,Cheeseburger,/foodImages/cheeseburger.jpeg,/models/cheeseburger.glb,1,"{'LKR': 1200, 'USD': 4.0}","Beef patty with cheese, lettuce, and tomato",4.6,American,Quick (under 15 min),In Stock,[],650,30,40,35,Savory,Mild,"beef, bun, cheese, lettuce, tomato",1 burger,"[""american"", ""burger"", ""fast food""]",1200.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['beef', 'bun', 'cheese', 'lettuce', 'tomato']","[""High Protein"", ""Gluten-Free""]","[""burger"", ""savory"", ""american"", ""fast food"", ""mild""]"
39,Spaghetti Carbonara,/foodImages/spaghetti_carbonara.jpeg,/models/spaghetti_carbonara.glb,2,"{'LKR': 1100, 'USD': 3.67}",Pasta with creamy egg sauce and pancetta,4.8,Italian,Medium (15-30 min),In Stock,[],600,20,70,25,Creamy,Mild,"spaghetti, eggs, pancetta, parmesan",1 portion,"[""italian"", ""pasta"", ""creamy""]",1100.0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['spaghetti', 'eggs', 'pancetta', 'parmesan']","[""High Protein""]","[""pasta"", ""creamy"", ""mild"", ""italian""]"
40,Kung Pao Chicken,/foodImages/kung_pao_chicken.jpeg,/models/kung_pao_chicken.glb,2,"{'LKR': 1000, 'USD': 3.33}",Spicy chicken stir-fry with peanuts and peppers,4.7,Chinese,Medium (15–30 min),In Stock,[],450,25,15,25,Spicy,Hot,"chicken, peanuts, peppers, soy sauce",1 portion,"[""chinese"", ""stir-fry"", ""spicy""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,"['chicken', 'peanuts', 'peppers', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""chinese"", ""spicy"", ""hot"", ""stir-fry""]"
41,Fish Ambul Thiyal,/foodImages/fish_ambul_thiyal.jpeg,/models/fish_ambul_thiyal.glb,2,"{'LKR': 900, 'USD': 3.0}",Tangy and spicy fish curry with goraka,4.8,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,25,10,25,Spicy,Hot,"fish, goraka, spices, coconut milk",1 portion,"[""sri lankan"", ""curry"", ""seafood""]",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,"['fish', 'goraka', 'spices', 'coconut milk']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""hot"", ""seafood"", ""sri lankan"", ""spicy""]"
42,Paneer Tikka,/foodImages/paneer_tikka.jpeg,/models/paneer_tikka.glb,3,"{'LKR': 900, 'USD': 3.0}",Grilled paneer cubes with spices,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],400,18,15,25,Savory,Medium,"paneer, yogurt, spices, bell peppers",1 portion,"[""indian"", ""vegetarian"", ""grilled""]",900.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['paneer', 'yogurt', 'spices', 'bell peppers']","[""High Protein"", ""Vegetarian"", ""Gluten-Free""]","[""medium"", ""savory"", ""vegetarian"", ""indian"", ""grilled""]"
43,BBQ Ribs,/foodImages/bbq_ribs.jpeg,/models/bbq_ribs.glb,1,"{'LKR': 1500, 'USD': 5.0}",Slow-cooked pork ribs with BBQ sauce,4.8,American,Long (over 30 min),In Stock,[],700,35,20,50,Savory,Mild,"pork ribs, bbq sauce, spices",1 portion,"[""american"", ""hearty"", ""grilled""]",1500.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['pork ribs', 'bbq sauce', 'spices']","[""High Protein"", ""Gluten-Free""]","[""savory"", ""american"", ""mild"", ""grilled"", ""hearty""]"
44,Lasagna,/foodImages/lasagna.jpeg,/models/lasagna.glb,2,"{'LKR': 1200, 'USD': 4.0}","Layered pasta with meat, cheese, and tomato sauce",4.7,Italian,Medium (15–30 min),In Stock,[],650,25,50,35,Savory,Mild,"pasta, beef, cheese, tomato sauce",1 portion,"[""italian"", ""pasta"", ""hearty""]",1200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['pasta', 'beef', 'cheese', 'tomato sauce']","[""High Protein""]","[""savory"", ""pasta"", ""italian"", ""mild"", ""hearty""]"
45,Mapo Tofu,/foodImages/mapo_tofu.jpeg,/models/mapo_tofu.glb,1,"{'LKR': 900, 'USD': 3.0}",Spicy tofu with minced pork in Sichuan sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],400,20,15,25,Spicy,Hot,"tofu, pork, sichuan pepper, chili",1 portion,"[""chinese"", ""spicy"", ""stir-fry""]",900.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,"['tofu', 'pork', 'sichuan pepper', 'chili']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""chinese"", ""hot"", ""spicy""]"
46,Polos Curry,/foodImages/polos_curry.jpeg,/models/polos_curry.glb,2,"{'LKR': 650, 'USD': 2.17}",Spicy young jackfruit curry,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegan', 'Gluten-Free']",350,5,40,20,Spicy,Medium,"jackfruit, coconut milk, spices",1 portion,"[""sri lankan"", ""curry"", ""vegan""]",650.0,2.17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['jackfruit', 'coconut milk', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""medium"", ""sri lankan"", ""vegetarian"", ""vegan"", ""spicy""]"
47,Chana Masala,/foodImages/chana_masala.jpeg,/models/chana_masala.glb,2,"{'LKR': 800, 'USD': 2.67}",Spicy chickpea curry with tomatoes,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",350,12,40,12,Spicy,Medium,"chickpeas, tomatoes, spices, onions",1 portion,"[""indian"", ""curry"", ""vegan""]",800.0,2.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['chickpeas', 'tomatoes', 'spices', 'onions']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""medium"", ""vegetarian"", ""healthy"", ""indian"", ""vegan"", ""spicy""]"
48,Pad Thai,/foodImages/pad_thai.jpeg,/models/pad_thai.glb,1,"{'LKR': 1000, 'USD': 3.33}",Stir-fried rice noodles with shrimp and peanuts,4.8,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Sweet-Savory,Medium,"rice noodles, shrimp, peanuts, tamarind",1 portion,"[""thai"", ""noodles"", ""stir-fry""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,"['rice noodles', 'shrimp', 'peanuts', 'tamarind']","[""High Protein"", ""Gluten-Free""]","[""sweet-savory"", ""seafood"", ""dessert"", ""stir-fry"", ""medium"", ""noodles"", ""thai""]"
49,Beef Rendang,/foodImages/beef_rendang.jpeg,/models/beef_rendang.glb,1,"{'LKR': 1200, 'USD': 4.0}",Slow-cooked beef in coconut and spices,4.7,Thai,Long (over 30 min),In Stock,['Gluten-Free'],650,30,15,45,Spicy,Hot,"beef, coconut milk, lemongrass, spices",1 portion,"[""thai"", ""curry"", ""hearty""]",1200.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['beef', 'coconut milk', 'lemongrass', 'spices']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""hot"", ""hearty"", ""thai"", ""spicy""]"
50,Dhal Curry,/foodImages/dhal_curry.jpeg,/models/dhal_curry.glb,2,"{'LKR': 600, 'USD': 2.0}",Creamy lentil curry with coconut milk,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",300,10,35,10,Savory,Mild,"lentils, coconut milk, spices, onions",1 portion,"[""sri lankan"", ""curry"", ""vegan""]",600.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['lentils', 'coconut milk', 'spices', 'onions']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""sri lankan"", ""savory"", ""vegetarian"", ""healthy"", ""mild"", ""vegan""]"
51,Rogan Josh,/foodImages/rogan_josh.jpeg,/models/rogan_josh.glb,2,"{'LKR': 1100, 'USD': 3.67}",Aromatic lamb curry with yogurt and spices,4.7,Indian,Medium (15–30 min),In Stock,[],550,28,15,35,Spicy,Medium,"lamb, yogurt, spices, tomatoes",1 portion,"[""indian"", ""curry"", ""hearty""]",1100.0,3.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['lamb', 'yogurt', 'spices', 'tomatoes']","[""High Protein"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""medium"", ""vegetarian"", ""indian"", ""hearty"", ""spicy""]"
